source_train,target_test,model,audit_scope,corruption_family,severity,corruption,precision,recall,mAP50,mAP50_95,source_file
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.27117521918720205,0.19574629304242558,0.1446256744042871,0.10631896871359206,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.2730981199347186,0.18472930704862126,0.14529631407189214,0.11149050946502019,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.20070434027611594,0.13663565474110287,0.10612807212649589,0.07925475543137123,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.24199728469096254,0.21197247275193193,0.11925744458157682,0.05764049476129207,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.33420270351391057,0.19652147411052984,0.12467551381166392,0.0646297072926777,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.3265798944433733,0.1438701172355259,0.08410133357654327,0.0442988093784986,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.30818699200684097,0.10638940808822422,0.06151900335039011,0.030671927731491994,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.26420317330803256,0.19454326044522297,0.1157305455269946,0.0557172146268133,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.27033079729029635,0.18417121344508489,0.10922548537797676,0.0525811330491466,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2511758264375994,0.1544476054282688,0.08439157983823836,0.04360383927513907,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.28090119878615316,0.21698357806050025,0.1295547589291336,0.06132435679838529,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.284667832734668,0.22340480162831022,0.1322325796243018,0.06398403107945226,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3091322677605072,0.2164679226330401,0.13092874621027212,0.06674300299496322,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.23695399928457395,0.18096081129236136,0.10023571947052431,0.05041261383716365,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.2463877105994271,0.1984929630544071,0.10713302800980504,0.05193099950762089,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2490617685191276,0.17526783046865774,0.09444642276486989,0.047671701058519596,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.23097411341991128,0.12315191707500991,0.0628862477923547,0.033099220535060384,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.23925119107285456,0.1797115429972323,0.09415296526300058,0.048011389197956215,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.22244269134621636,0.16800990200358473,0.0846591375317205,0.04234730235579028,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2042495708740712,0.15323811996275816,0.07238705162279396,0.03740732769615173,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2394012856875258,0.18520121869010553,0.10428809727493267,0.052110866892964,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.23238458632523035,0.20085177499263157,0.1035822548052477,0.05138587750000386,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.2344499370095442,0.20752742203283853,0.10595473096759957,0.05095577964087396,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.2605406262549639,0.21737800971593227,0.12112508216122139,0.05715580482885181,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.2713918461296779,0.18863125190064872,0.10829197325622436,0.052060584049899036,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2751301379045418,0.17614384343706205,0.09608265507426554,0.048249701072065276,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.3254990595860841,0.14512743086489596,0.08545323596830176,0.042824970550242765,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.26864650153790026,0.21753415982210095,0.11967272667786358,0.05612177739502237,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2855246403325976,0.20846064264592384,0.1147533544290735,0.05265793430113116,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.29270126042257705,0.15359349318242113,0.08876032898493542,0.041522608213934435,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.27079343696241065,0.2191138937296072,0.1227628326194521,0.05798015449178469,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.2663336789772408,0.22144242886931936,0.11812078734358722,0.054843533941378794,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.27819415114058416,0.1996950765628978,0.11305102830656695,0.05304328982407408,outputs/revision/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed2_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.4687154898511876,0.2678443576485317,0.34002086629739037,0.2745693981041588,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.460981951752003,0.21280575761236825,0.24195046812722928,0.19282622879186512,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.44838082555117764,0.18959640136036562,0.2111937173897019,0.14978132839627048,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.20896084337349397,0.11216653193209378,0.0865962655891597,0.045681189179396474,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.4221678991649945,0.15339531123686337,0.1973622887017398,0.17227700136167928,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2266862903244962,0.14498933340036277,0.14583902459128614,0.12475464284587642,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.06476502270266501,0.19433908029667013,0.04164262320467871,0.03265079956551416,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.4738036191047863,0.24749207201231826,0.3061367072611662,0.25056878576648656,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5257364342911216,0.24175735706300136,0.27719274810612776,0.23014442906301116,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.31950167995219464,0.32824240709193064,0.25148645614498877,0.20678382205413176,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.2635946639618469,0.5766533634857686,0.35017058852312233,0.28109435692090184,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.4470945144557958,0.21371896611418734,0.2316658479938856,0.19455531420827707,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.20590338939885086,0.15905416329830235,0.12273203353708521,0.0927818061737066,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.05137877211238293,0.07983023443815683,0.008752694033481792,0.004542647000626411,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.3164185358157634,0.18089232346654804,0.19092806053365532,0.16672752322934195,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2558347063897723,0.1346671380349618,0.13156108165470023,0.11313181376764456,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.060994939469382434,0.20919731709274955,0.034376438025239514,0.026899093234376448,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2898894169390963,0.506217115371985,0.2959954198575226,0.24562605030835155,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5365601588349248,0.24438454008871693,0.2634917990007061,0.22443032397334806,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.4752388812816385,0.21966972056022555,0.23661734498614445,0.20378019650150092,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.41743120466120165,0.3544929452869522,0.35836899554982987,0.284989606621231,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.46707334356751934,0.2222970447316079,0.26964020375901177,0.21287591255956043,outputs/revision/cross_dataset_detection_stress_severity_full/yolo11m_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv
