task,model,train_dataset,test_dataset,scope,subgroup_type,subgroup,n_images,subgroup_value_mean,subgroup_value_median,primary_metric,primary_metric_mean,mAP50_mean,mAP50_95_mean,precision_mean,recall_mean,mIoU_mean,weed_IoU_mean,crop_IoU_mean,background_IoU_mean,note,run_id
detection,YOLO11m,cropandweed,cropandweed,in_domain,median_gt_box_area_quantile,small_objects,391,0.0004926110379506266,0.0004547716283701,mAP50-95,0.565335458672753,0.8523409983600491,0.565335458672753,0.16719505725837808,0.9622315341727918,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_cropandweed_indomain
detection,YOLO11m,phenobench,phenobench,in_domain,median_gt_box_area_quantile,large_objects,257,0.011056692211401084,0.0050325392211914,mAP50-95,0.7562079391506858,0.8783056008339483,0.7562079391506858,0.3320975020302711,0.9204712547877925,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_phenobench_indomain
detection,YOLO11m,phenobench,phenobench,in_domain,median_gt_box_area_quantile,medium_objects,257,0.001484653824415392,0.0014019011767578001,mAP50-95,0.6317749937535112,0.8132110849253106,0.6317749937535112,0.33265073501162756,0.8782289824925807,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_phenobench_indomain
detection,YOLO11m,phenobench,phenobench,in_domain,median_gt_box_area_quantile,small_objects,258,0.0005114281749447377,0.0005292893774414,mAP50-95,0.540720855638473,0.7566979844767343,0.540720855638473,0.30529572429931595,0.845895521388187,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_phenobench_indomain
detection,YOLO11m,cropandweed,phenobench,cross_dataset,median_gt_box_area_quantile,large_objects,257,0.011056692211401084,0.0050325392211914,mAP50-95,0.5882461477454588,0.7139518029584128,0.5882461477454588,0.1803099904850514,0.8779718824527617,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_cropandweed_test_phenobench
detection,YOLO11m,cropandweed,phenobench,cross_dataset,median_gt_box_area_quantile,medium_objects,257,0.001484653824415392,0.0014019011767578001,mAP50-95,0.44170376635068487,0.5689774778955844,0.44170376635068487,0.18733856924969508,0.7790256431549855,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_cropandweed_test_phenobench
detection,YOLO11m,cropandweed,phenobench,cross_dataset,median_gt_box_area_quantile,small_objects,258,0.0005114281749447377,0.0005292893774414,mAP50-95,0.3336424944537006,0.4525592150923136,0.3336424944537006,0.19543876033932225,0.6918609032852153,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_cropandweed_test_phenobench
detection,YOLO11m,phenobench,cropandweed,cross_dataset,median_gt_box_area_quantile,large_objects,391,0.04189468432674436,0.0158308439417892,mAP50-95,0.2817784734985524,0.37562626893010387,0.2817784734985524,0.012376383340925182,0.7127655747946461,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_phenobench_test_cropandweed
detection,YOLO11m,phenobench,cropandweed,cross_dataset,median_gt_box_area_quantile,medium_objects,390,0.002299513787936778,0.001886943565027575,mAP50-95,0.20120382141996906,0.31420728960084926,0.20120382141996906,0.020404256057962502,0.6275717731902835,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_phenobench_test_cropandweed
detection,YOLO11m,phenobench,cropandweed,cross_dataset,median_gt_box_area_quantile,small_objects,391,0.0004926110379506266,0.0004547716283701,mAP50-95,0.16887779362788993,0.3147037302390396,0.16887779362788993,0.03111152767401888,0.665599005984704,,,,,Grouped by per-image median normalized GT box area from YOLO labels.,yolo11m_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.5118704610913992,,,,,0.5539254674300681,0.5118704610913992,0.12229020093781379,0.9830073220497438,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.014322983412204036,,,,,0.5173381838851314,0.014322983412204036,0.5586754352065921,0.8866018466618852,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.2298542254690884,,,,,0.5436493239389137,0.2298542254690884,0.3781995254679752,0.991976347649916,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.7014717115394824,,,,,0.8764914867278324,0.7014717115394824,0.9402380041687182,0.9877647444752969,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.310757827854721,,,,,0.7295687340764885,0.310757827854721,0.8511390380654831,0.9964694169147681,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.5080597228643102,,,,,0.8000599995331161,0.5080597228643102,0.8982343203624406,0.9938859553725976,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.06144926561780619,,,,,0.42556470367854976,0.06144926561780619,0.24888831939554823,0.9663565260222949,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.0012815435265907567,,,,,0.36363364608341187,0.0012815435265907567,0.31808995385470346,0.7711960413436583,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.011063994646222281,,,,,0.4360678531203905,0.011063994646222281,0.3660681900072629,0.9310713747076863,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.290785127952292,,,,,0.4664770567936971,0.290785127952292,0.12861531643388638,0.9746182727067288,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.0157773793783556,,,,,0.5030596980535154,0.0157773793783556,0.5287818141610393,0.8680156215100455,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.19651560033808252,,,,,0.5312710303609296,0.19651560033808252,0.37129770510100335,0.9940316773023813,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.6699453944269816,,,,,0.8022045549954243,0.6699453944269816,0.508389726937441,0.9895561379733105,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.033823392344593584,,,,,0.7350705482976451,0.033823392344593584,0.7623869027874356,0.9584851978430559,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.35571752404036266,,,,,0.6838129365978993,0.35571752404036266,0.6672685871164861,0.9950988970293345,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.6761571159457644,,,,,0.8641227004529436,0.6761571159457644,0.9302076475076888,0.9860033379053774,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.26146744479211215,,,,,0.7065880559775108,0.26146744479211215,0.8295829430117007,0.9961347868160759,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.4631621439705736,,,,,0.7803508117089231,0.4631621439705736,0.8845303637784789,0.9933599273777171,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.18787401873872717,,,,,0.5379164152665361,0.18787401873872717,0.45978935563311973,0.9660858714277614,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.012550042094496418,,,,,0.4476589645678675,0.012550042094496418,0.32435283038006874,0.9771269061132349,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.05744776947137406,,,,,0.48917934625758774,0.05744776947137406,0.4288123781717919,0.9812778911295971,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.1501646070387951,,,,,0.39037734703572813,0.1501646070387951,0.08661736244875946,0.9343500716196298,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.011045609203951473,,,,,0.41952142379551133,0.011045609203951473,0.3604149257424194,0.848389034871096,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.1462406912394727,,,,,0.4547734756374197,0.1462406912394727,0.2471104897027879,0.9709692459699983,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,U-Net,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.6126758973170575,,,,,0.66972576148159,0.6126758973170575,0.20430373466204313,0.9885916213512141,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_cropandweed_indomain
segmentation,U-Net,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.021444245631744973,,,,,0.48977047728248324,0.021444245631744973,0.5425771802962892,0.8724982283114345,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_cropandweed_indomain
segmentation,U-Net,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.3521171361020344,,,,,0.6525189950990792,0.3521171361020344,0.5400135556452467,0.9976692280915104,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_cropandweed_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.7101333990575843,,,,,0.8813271082091542,0.7101333990575843,0.9439132757165205,0.9899346498533574,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.2963778562193127,,,,,0.7217930309971426,0.2963778562193127,0.8617045537772513,0.996992546422171,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.5025852531010243,,,,,0.8002056851672488,0.5025852531010243,0.9032299802504687,0.9948018221502533,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_phenobench_indomain
segmentation,U-Net,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.07697361498042725,,,,,0.39079813815938974,0.07697361498042725,0.14691745698511638,0.9485033425126254,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_cropandweed_test_phenobench
segmentation,U-Net,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.005134289449147328,,,,,0.4094286426163537,0.005134289449147328,0.22161947613595867,0.9919848534313976,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_cropandweed_test_phenobench
segmentation,U-Net,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.022290039571090447,,,,,0.41086615173097907,0.022290039571090447,0.22368657790360008,0.9866218377182465,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_cropandweed_test_phenobench
segmentation,U-Net,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.19579020211481088,,,,,0.425220534269556,0.19579020211481088,0.11566900619695344,0.96133873905049,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_phenobench_test_cropandweed
segmentation,U-Net,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.0040015876642977115,,,,,0.4964491166146134,0.0040015876642977115,0.5116977182486726,0.8554643237469914,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_phenobench_test_cropandweed
segmentation,U-Net,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.10522040501714053,,,,,0.48353532699972723,0.10522040501714053,0.3487169617771405,0.9884881833911036,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,unet_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.5007775462701068,,,,,0.6759050599981661,0.5007775462701068,0.2833346994416099,0.9833925944010021,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.011950238541591161,,,,,0.6721750799789366,0.011950238541591161,0.6655215536834858,0.9521513973858214,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.1887194203641313,,,,,0.5806840312363725,0.1887194203641313,0.5326378669951738,0.9914742716030857,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.5143769425443581,,,,,0.7870930305607263,0.5143769425443581,0.8744796967040491,0.9724224524337721,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.19133641013840955,,,,,0.6544902959218803,0.19133641013840955,0.7360798994658401,0.993069320866227,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.3421029666593862,,,,,0.7154650971416221,0.3421029666593862,0.8161088230998496,0.9881835016656306,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,257,0.013386177181733721,0.010206222534179688,weed_IoU,0.07266526568420667,,,,,0.39885175878260964,0.07266526568420667,0.18998224791615728,0.9339077627474649,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,259,0.0003666712050272231,0.0003108978271484375,weed_IoU,0.002216572161152424,,,,,0.45624586811753454,0.002216572161152424,0.47834436733336616,0.8721843997714178,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,256,0.0021225549280643463,0.0020046234130859375,weed_IoU,0.024964259302918866,,,,,0.47644960425592786,0.024964259302918866,0.4526255637641331,0.9517589897007316,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,high_weed_pixels,408,0.04288184706040044,0.019587737438725487,weed_IoU,0.13689511387451836,,,,,0.3880999520291256,0.13689511387451836,0.09490204167099978,0.9325027005418588,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,low_weed_pixels,408,3.9337287266315844e-05,0.0,weed_IoU,0.008431646297321186,,,,,0.4234581315555793,0.008431646297321186,0.41009260055879837,0.8483311060290436,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,weed_pixel_ratio_quantile,medium_weed_pixels,407,0.0017324680755287372,0.0013331992953431373,weed_IoU,0.12662079991968395,,,,,0.45458056188761986,0.12662079991968395,0.26219512701300207,0.9749257587301735,Grouped by weed-pixel ratio computed from ground-truth segmentation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
