task,model,train_dataset,test_dataset,scope,primary_metric_name,seeds,primary_metric_mean,primary_metric_std,primary_metric_n,accuracy_mean,accuracy_std,accuracy_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_n,macro_f1_mean,macro_f1_std,macro_f1_n,ece_mean,ece_std,ece_n,brier_mean,brier_std,brier_n,high_conf_wrong_0.9_mean,high_conf_wrong_0.9_std,high_conf_wrong_0.9_n,precision_mean,precision_std,precision_n,recall_mean,recall_std,recall_n,mAP50_mean,mAP50_std,mAP50_n,mAP50-95_mean,mAP50-95_std,mAP50-95_n,miou_mean,miou_std,miou_n,iou_background_mean,iou_background_std,iou_background_n,iou_crop_mean,iou_crop_std,iou_crop_n,iou_weed_mean,iou_weed_std,iou_weed_n
detection,yolo11m,cropandweed,cropandweed,in_domain,mAP50,"0,1,2",0.8813333333333334,0.001527525231651948,3,,,0,,,0,,,0,,,0,,,0,,,0,0.8523333333333333,0.0020816659994661343,3,0.8193333333333332,0.0005773502691896263,3,0.8813333333333334,0.001527525231651948,3,0.669,0.0,3,,,0,,,0,,,0,,,0
detection,yolo11m,cropandweed,phenobench,cross_dataset,mAP50,"0,1,2",0.5193333333333333,0.006506407098647717,3,,,0,,,0,,,0,,,0,,,0,,,0,0.59,0.015132745950421569,3,0.4583333333333333,0.020599352740640498,3,0.5193333333333333,0.006506407098647717,3,0.40833333333333327,0.0005773502691896263,3,,,0,,,0,,,0,,,0
detection,yolo11m,phenobench,cropandweed,cross_dataset,mAP50,"0,1,2",0.2356666666666667,0.024986663109213554,3,,,0,,,0,,,0,,,0,,,0,,,0,0.37766666666666665,0.011060440015358048,3,0.3046666666666667,0.030892285984260432,3,0.2356666666666667,0.024986663109213554,3,0.14133333333333334,0.013503086067019394,3,,,0,,,0,,,0,,,0
detection,yolo11m,phenobench,phenobench,in_domain,mAP50,"0,1,2",0.7903333333333333,0.0032145502536643214,3,,,0,,,0,,,0,,,0,,,0,,,0,0.816,0.0036055512754639926,3,0.7366666666666667,0.007371114795832,3,0.7903333333333333,0.0032145502536643214,3,0.6273333333333334,0.0032145502536643214,3,,,0,,,0,,,0,,,0
detection,yolov12n,cropandweed,cropandweed,in_domain,mAP50,"0,1,2",0.863,0.001732050807568879,3,,,0,,,0,,,0,,,0,,,0,,,0,0.839,0.0020000000000000018,3,0.801,0.001732050807568879,3,0.863,0.001732050807568879,3,0.6436666666666667,0.0005773502691896263,3,,,0,,,0,,,0,,,0
detection,yolov12n,cropandweed,phenobench,cross_dataset,mAP50,"0,1,2",0.4766666666666666,0.01703917055884273,3,,,0,,,0,,,0,,,0,,,0,,,0,0.54,0.006557438524302007,3,0.48299999999999993,0.011789826122551608,3,0.4766666666666666,0.01703917055884273,3,0.36400000000000005,0.015524174696260037,3,,,0,,,0,,,0,,,0
detection,yolov12n,phenobench,cropandweed,cross_dataset,mAP50,"0,1,2",0.3253333333333333,0.028360771028541055,3,,,0,,,0,,,0,,,0,,,0,,,0,0.4123333333333333,0.006806859285554052,3,0.399,0.04371498598878879,3,0.3253333333333333,0.028360771028541055,3,0.19866666666666666,0.01497776129244065,3,,,0,,,0,,,0,,,0
detection,yolov12n,phenobench,phenobench,in_domain,mAP50,"0,1,2",0.7933333333333333,0.0020816659994661343,3,,,0,,,0,,,0,,,0,,,0,,,0,0.823,0.0020000000000000018,3,0.7333333333333334,0.001527525231651948,3,0.7933333333333333,0.0020816659994661343,3,0.6126666666666667,0.0023094010767585054,3,,,0,,,0,,,0,,,0
detection,yolov5l6u,cropandweed,cropandweed,in_domain,mAP50,"0,1,2",0.8723333333333333,0.0020816659994661343,3,,,0,,,0,,,0,,,0,,,0,,,0,0.8413333333333334,0.003055050463303896,3,0.8116666666666666,0.006658328118479335,3,0.8723333333333333,0.0020816659994661343,3,0.659,0.0020000000000000018,3,,,0,,,0,,,0,,,0
detection,yolov5l6u,cropandweed,phenobench,cross_dataset,mAP50,"0,1,2",0.5266666666666667,0.013576941236277546,3,,,0,,,0,,,0,,,0,,,0,,,0,0.6276666666666667,0.013650396819628858,3,0.455,0.010392304845413272,3,0.5266666666666667,0.013576941236277546,3,0.41533333333333333,0.013051181300301246,3,,,0,,,0,,,0,,,0
detection,yolov5l6u,phenobench,cropandweed,cross_dataset,mAP50,"0,1,2",0.272,0.011357816691600525,3,,,0,,,0,,,0,,,0,,,0,,,0,0.41100000000000003,0.017776388834631163,3,0.327,0.005567764362830027,3,0.272,0.011357816691600525,3,0.165,0.009643650760992948,3,,,0,,,0,,,0,,,0
detection,yolov5l6u,phenobench,phenobench,in_domain,mAP50,"0,1,2",0.7906666666666666,0.0023094010767585054,3,,,0,,,0,,,0,,,0,,,0,,,0,0.816,0.01058300524425831,3,0.7363333333333334,0.012503332889007379,3,0.7906666666666666,0.0023094010767585054,3,0.6263333333333333,0.0011547005383792527,3,,,0,,,0,,,0,,,0
detection,yolov8m,cropandweed,cropandweed,in_domain,mAP50,"0,1,2",0.8773333333333334,0.0011547005383792527,3,,,0,,,0,,,0,,,0,,,0,,,0,0.8463333333333333,0.0025166114784235852,3,0.819,0.0010000000000000009,3,0.8773333333333334,0.0011547005383792527,3,0.6673333333333334,0.0005773502691896263,3,,,0,,,0,,,0,,,0
detection,yolov8m,cropandweed,phenobench,cross_dataset,mAP50,"0,1,2",0.494,0.019000000000000017,3,,,0,,,0,,,0,,,0,,,0,,,0,0.6043333333333333,0.005686240703077332,3,0.441,0.02402082429892865,3,0.494,0.019000000000000017,3,0.38800000000000007,0.016093476939431094,3,,,0,,,0,,,0,,,0
detection,yolov8m,phenobench,cropandweed,cross_dataset,mAP50,"0,1,2",0.29266666666666663,0.0005773502691896263,3,,,0,,,0,,,0,,,0,,,0,,,0,0.4176666666666667,0.02779088579612628,3,0.35400000000000004,0.03260368077380221,3,0.29266666666666663,0.0005773502691896263,3,0.18066666666666667,0.0020816659994661343,3,,,0,,,0,,,0,,,0
detection,yolov8m,phenobench,phenobench,in_domain,mAP50,"0,1,2",0.7876666666666666,0.0035118845842842493,3,,,0,,,0,,,0,,,0,,,0,,,0,0.82,0.0010000000000000009,3,0.7283333333333334,0.005773502691896263,3,0.7876666666666666,0.0035118845842842493,3,0.6266666666666666,0.003055050463303896,3,,,0,,,0,,,0,,,0
segmentation,deeplabv3plus,cropandweed,cropandweed,in_domain,miou,"0,1,2",0.654470946646654,0.039380540624746496,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.654470946646654,0.039380540624746496,3,0.9723676912627299,0.003292617007688219,3,0.5801137410232813,0.04782175576563409,3,0.4109314076539509,0.07505281934858994,3
segmentation,deeplabv3plus,cropandweed,phenobench,cross_dataset,miou,"0,1,2",0.26648964737786884,0.06497366492049118,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.26648964737786884,0.06497366492049118,3,0.6388523805903777,0.21822755473793234,3,0.13317778815833234,0.024839523030367607,3,0.02743877338489645,0.002879587774928442,3
segmentation,deeplabv3plus,phenobench,cropandweed,cross_dataset,miou,"0,1,2",0.42214522341341726,0.03979907517343005,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.42214522341341726,0.03979907517343005,3,0.9191009292468975,0.04530624558717992,3,0.1491556510294287,0.05417410452307299,3,0.19817908996392555,0.02771849524298298,3
segmentation,deeplabv3plus,phenobench,phenobench,in_domain,miou,"0,1,2",0.8742449056348046,0.0009837841998319025,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8742449056348046,0.0009837841998319025,3,0.9934366009842002,7.297989671070003e-05,3,0.9486516003699045,0.0002898727343742631,3,0.6806465155503094,0.0032973542708800603,3
segmentation,mask2former_swin_tiny,cropandweed,cropandweed,in_domain,miou,"0,1,2",0.8840006002797319,0.0034144660543774285,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8840006002797319,0.0034144660543774285,3,0.9886324275428137,0.0005279070434648383,3,0.8677363971763006,0.00874989422855685,3,0.7956329761200814,0.00428095391776248,3
segmentation,mask2former_swin_tiny,cropandweed,phenobench,cross_dataset,miou,"0,1,2",0.519651328002142,0.10649038615387377,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.519651328002142,0.10649038615387377,3,0.9344118420145694,0.036285258421111535,3,0.4994352260390713,0.2233669866796859,3,0.12510691595278528,0.07529585160285092,3
segmentation,mask2former_swin_tiny,phenobench,cropandweed,cross_dataset,miou,"0,1,2",0.4428697494183878,0.009598132523546885,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.4428697494183878,0.009598132523546885,3,0.9500480146407497,0.00017880277029542124,3,0.18680173539422937,0.002478049000078822,3,0.19175949822018448,0.03137615528055721,3
segmentation,mask2former_swin_tiny,phenobench,phenobench,in_domain,miou,"0,1,2",0.8752463595588567,0.0007690477872585993,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8752463595588567,0.0007690477872585993,3,0.9930447015378547,0.00013720684278305812,3,0.947155183966523,0.0010998658609112659,3,0.6855391931721924,0.002098136329702827,3
segmentation,segformer_b0,cropandweed,cropandweed,in_domain,miou,"0,1,2",0.8183921111861996,0.023330693338148717,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8183921111861996,0.023330693338148717,3,0.9831968154689411,0.001373816389576462,3,0.778853435753967,0.01948997537718852,3,0.6931260823356905,0.05025862080154782,3
segmentation,segformer_b0,cropandweed,phenobench,cross_dataset,miou,"0,1,2",0.5478936998543088,0.054925665967133684,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.5478936998543088,0.054925665967133684,3,0.9738553536182201,0.005868838876279443,3,0.5820773672521449,0.13906106554882422,3,0.0877483786925614,0.022925161136659114,3
segmentation,segformer_b0,phenobench,cropandweed,cross_dataset,miou,"0,1,2",0.39606317610622527,0.013910093419401071,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.39606317610622527,0.013910093419401071,3,0.9304916450027836,0.011476824454699802,3,0.14936322823529077,0.0174990113789923,3,0.10833465508060146,0.01340229272877051,3
segmentation,segformer_b0,phenobench,phenobench,in_domain,miou,"0,1,2",0.8573812333296464,0.007238608026371397,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8573812333296464,0.007238608026371397,3,0.9921355992431069,0.00044638476478791646,3,0.9382912573282858,0.0033542106946896338,3,0.6417168434175465,0.017998784688756327,3
segmentation,unet,cropandweed,cropandweed,in_domain,miou,"0,1,2",0.5717167334087223,0.0027546826758352975,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.5717167334087223,0.0027546826758352975,3,0.9519657162224874,6.448609402377984e-05,3,0.19723584639861744,0.000787333541416033,3,0.5659486376050619,0.007601160599118684,3
segmentation,unet,cropandweed,phenobench,cross_dataset,miou,"0,1,2",0.3761676090503645,0.0024306503462053625,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.3761676090503645,0.0024306503462053625,3,0.9781904905745912,0.003492525846774252,3,0.11404029854703347,0.011121136865987064,3,0.03627203802946883,0.0009890374793325714,3
segmentation,unet,phenobench,cropandweed,cross_dataset,miou,"0,1,2",0.4314626535598878,0.019606218907102905,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.4314626535598878,0.019606218907102905,3,0.9402369191674221,0.004427858484155668,3,0.16681296254538938,0.008993699011222635,3,0.18733807896685195,0.04649780123270858,3
segmentation,unet,phenobench,phenobench,in_domain,miou,"0,1,2",0.8826625615134062,0.0018180289249795987,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.8826625615134062,0.0018180289249795987,3,0.9944927605666951,3.316948488450658e-05,3,0.9545719060614312,0.0006315367763103025,3,0.698923017912092,0.0049428220521371465,3
segmentation,upernet_swin_tiny,cropandweed,cropandweed,in_domain,miou,"0,1,2",0.7812175947928864,0.003868749795234445,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.7812175947928864,0.003868749795234445,3,0.9800978324248133,0.001105600140993596,3,0.7590350061321924,0.01182596532928352,3,0.6045199458216537,0.008166869064880388,3
segmentation,upernet_swin_tiny,cropandweed,phenobench,cross_dataset,miou,"0,1,2",0.36348353675139383,0.013938428901244105,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.36348353675139383,0.013938428901244105,3,0.907711037356392,0.04403056370172976,3,0.1421238415072441,0.005529099728116071,3,0.04061573139054548,0.002971340530307779,3
segmentation,upernet_swin_tiny,phenobench,cropandweed,cross_dataset,miou,"0,1,2",0.3746272753040741,0.003035505373233953,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.3746272753040741,0.003035505373233953,3,0.9170639043572688,0.0031183218610195446,3,0.13717037726633277,0.0035672688585026715,3,0.0696475442886206,0.0035255750432136744,3
segmentation,upernet_swin_tiny,phenobench,phenobench,in_domain,miou,"0,1,2",0.7929429448892442,0.002894096868036634,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0.7929429448892442,0.002894096868036634,3,0.9861126332422662,7.557274493932576e-05,3,0.8939292582984574,0.0006885534934772574,3,0.4987869431270089,0.007984067047988,3
