source,source_file,accuracy,balanced_accuracy,macro_f1,ece,brier,high_conf_wrong_0.9,precision,recall,mAP50,mAP50-95,miou,iou_background,iou_crop,iou_weed,task,seed,model,train_dataset,test_dataset,scope,primary_metric_name,primary_metric,loss
seed0_formal,efficientnetv2_s_train_phenobench_test_cropandweed_300ep.csv,0.4946852003270646,0.44797895902547064,0.44037323555718777,0.42207537522007965,,457.0,,,,,,,,,classification,0,efficientnetv2_s,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.44797895902547064,
seed0_formal,efficientnetv2_s_phenobench_indomain_300ep.csv,0.34196891191709844,0.5856846803762155,0.2915230476851149,0.5684195048141973,1.153597305806933,373.0,,,,,,,,,classification,0,efficientnetv2_s,phenobench,phenobench,in_domain,balanced_accuracy,0.5856846803762155,
seed0_formal,resnet50_cropandweed_indomain_300ep.csv,0.8258381030253475,0.8376730343300112,0.7974291679789108,0.0648055301761393,0.28483463726558705,71.0,,,,,,,,,classification,0,resnet50,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8376730343300112,
seed0_formal,resnet50_train_cropandweed_test_phenobench_300ep.csv,0.33549222797927464,0.624382273234497,0.2902059111870227,0.48493839885286716,1.0347732161124574,255.0,,,,,,,,,classification,0,resnet50,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.624382273234497,
seed0_formal,resnet50_train_phenobench_test_cropandweed_300ep.csv,0.3041700735895339,0.4652391334440753,0.2946613670017926,0.2159201570056251,0.5205411457473026,0.0,,,,,,,,,classification,0,resnet50,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.4652391334440753,
seed0_formal,resnet50_phenobench_indomain_300ep.csv,0.27202072538860106,0.5911844412561773,0.24501799299769605,0.24907216283015027,0.5275685545969726,0.0,,,,,,,,,classification,0,resnet50,phenobench,phenobench,in_domain,balanced_accuracy,0.5911844412561773,
seed0_formal,swin_tiny_cropandweed_indomain_300ep.csv,0.8716271463614064,0.8696895764119601,0.8443471669970046,0.09218079119750151,0.21797041384174234,52.0,,,,,,,,,classification,0,swin_tiny,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8696895764119601,
seed0_formal,swin_tiny_train_cropandweed_test_phenobench_300ep.csv,0.18264248704663213,0.4602662203092619,0.17163297129729296,0.6487233827151164,1.270234971738872,333.0,,,,,,,,,classification,0,swin_tiny,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.4602662203092619,
seed0_formal,swin_tiny_train_phenobench_test_cropandweed_300ep.csv,0.26737530662305803,0.5038759689922481,0.21602564102564104,0.4415620050270442,0.7800952961773044,121.0,,,,,,,,,classification,0,swin_tiny,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.5038759689922481,
seed0_formal,swin_tiny_phenobench_indomain_300ep.csv,0.04792746113989637,0.5020325203252033,0.04638980341936362,0.5571892700819153,0.7192465895993444,5.0,,,,,,,,,classification,0,swin_tiny,phenobench,phenobench,in_domain,balanced_accuracy,0.5020325203252033,
seed0_formal,rtdetr_l_cropandweed_indomain_300ep.log,,,,,,,0.8231503809196397,0.773882361561473,0.8206931918260576,0.5914412320364282,,,,,detection,0,rtdetr_l,cropandweed,cropandweed,in_domain,mAP50,0.8206931918260576,
seed0_formal,rtdetr_l_train_cropandweed_test_phenobench_300ep.log,,,,,,,0.5760530051252591,0.38782850570817573,0.39712493231051527,0.2766814348881047,,,,,detection,0,rtdetr_l,cropandweed,phenobench,cross_dataset,mAP50,0.39712493231051527,
seed0_formal,rtdetr_l_train_phenobench_test_cropandweed_300ep.log,,,,,,,0.4343100022661236,0.4249806795968323,0.33639927630148303,0.2076454431306897,,,,,detection,0,rtdetr_l,phenobench,cropandweed,cross_dataset,mAP50,0.33639927630148303,
seed0_formal,rtdetr_l_phenobench_indomain_300ep.log,,,,,,,0.7461187779183514,0.635556338552457,0.6965102676697689,0.5072375458126606,,,,,detection,0,rtdetr_l,phenobench,phenobench,in_domain,mAP50,0.6965102676697689,
seed0_formal,yolo11m_cropandweed_indomain_300ep.log,,,,,,,0.853,0.819,0.881,0.669,,,,,detection,0,yolo11m,cropandweed,cropandweed,in_domain,mAP50,0.881,
seed0_formal,yolo11m_train_cropandweed_test_phenobench_300ep.log,,,,,,,0.578,0.466,0.519,0.409,,,,,detection,0,yolo11m,cropandweed,phenobench,cross_dataset,mAP50,0.519,
seed0_formal,yolo11m_train_phenobench_test_cropandweed_300ep.log,,,,,,,0.388,0.277,0.214,0.128,,,,,detection,0,yolo11m,phenobench,cropandweed,cross_dataset,mAP50,0.214,
seed0_formal,yolo11m_phenobench_indomain_300ep.log,,,,,,,0.815,0.731,0.789,0.625,,,,,detection,0,yolo11m,phenobench,phenobench,in_domain,mAP50,0.789,
seed0_formal,yolov12n_cropandweed_indomain_300ep.log,,,,,,,0.837,0.803,0.862,0.644,,,,,detection,0,yolov12n,cropandweed,cropandweed,in_domain,mAP50,0.862,
seed0_formal,yolov12n_train_cropandweed_test_phenobench_300ep.log,,,,,,,0.541,0.48,0.493,0.379,,,,,detection,0,yolov12n,cropandweed,phenobench,cross_dataset,mAP50,0.493,
seed0_formal,yolov12n_train_phenobench_test_cropandweed_300ep.log,,,,,,,0.41,0.35,0.293,0.182,,,,,detection,0,yolov12n,phenobench,cropandweed,cross_dataset,mAP50,0.293,
seed0_formal,yolov12n_phenobench_indomain_300ep.log,,,,,,,0.823,0.732,0.794,0.614,,,,,detection,0,yolov12n,phenobench,phenobench,in_domain,mAP50,0.794,
seed0_formal,yolov5l6u_cropandweed_indomain_300ep.log,,,,,,,0.838,0.816,0.873,0.661,,,,,detection,0,yolov5l6u,cropandweed,cropandweed,in_domain,mAP50,0.873,
seed0_formal,yolov5l6u_train_cropandweed_test_phenobench_300ep.log,,,,,,,0.613,0.449,0.514,0.403,,,,,detection,0,yolov5l6u,cropandweed,phenobench,cross_dataset,mAP50,0.514,
seed0_formal,yolov5l6u_train_phenobench_test_cropandweed_300ep.log,,,,,,,0.431,0.326,0.285,0.176,,,,,detection,0,yolov5l6u,phenobench,cropandweed,cross_dataset,mAP50,0.285,
seed0_formal,yolov5l6u_phenobench_indomain_300ep.log,,,,,,,0.808,0.745,0.792,0.627,,,,,detection,0,yolov5l6u,phenobench,phenobench,in_domain,mAP50,0.792,
seed0_formal,yolov8m_cropandweed_indomain_300ep.log,,,,,,,0.849,0.818,0.878,0.668,,,,,detection,0,yolov8m,cropandweed,cropandweed,in_domain,mAP50,0.878,
seed0_formal,yolov8m_train_cropandweed_test_phenobench_300ep.log,,,,,,,0.609,0.433,0.489,0.386,,,,,detection,0,yolov8m,cropandweed,phenobench,cross_dataset,mAP50,0.489,
seed0_formal,yolov8m_train_phenobench_test_cropandweed_300ep.log,,,,,,,0.408,0.357,0.293,0.18,,,,,detection,0,yolov8m,phenobench,cropandweed,cross_dataset,mAP50,0.293,
seed0_formal,yolov8m_phenobench_indomain_300ep.log,,,,,,,0.821,0.725,0.784,0.624,,,,,detection,0,yolov8m,phenobench,phenobench,in_domain,mAP50,0.784,
seed0_formal,deeplabv3plus_cropandweed_indomain_300ep.csv,,,,,,,,,,,0.6999284260488117,0.9750853558233716,0.6313488969350822,0.4933510253879813,segmentation,0,deeplabv3plus,cropandweed,cropandweed,in_domain,miou,0.6999284260488117,
seed0_formal,deeplabv3plus_train_cropandweed_test_phenobench_300ep.csv,,,,,,,,,,,0.3389000339321639,0.8819939804194107,0.10492098059208176,0.029785140784999255,segmentation,0,deeplabv3plus,cropandweed,phenobench,cross_dataset,miou,0.3389000339321639,
seed0_formal,deeplabv3plus_train_phenobench_test_cropandweed_300ep.csv,,,,,,,,,,,0.43862371286454466,0.9452977696305693,0.18237451093619678,0.1881988580268679,segmentation,0,deeplabv3plus,phenobench,cropandweed,cross_dataset,miou,0.43862371286454466,
seed0_formal,deeplabv3plus_phenobench_indomain_300ep.csv,,,,,,,,,,,0.8752907195425843,0.9933984315034062,0.9483424138713009,0.6841313132530455,segmentation,0,deeplabv3plus,phenobench,phenobench,in_domain,miou,0.8752907195425843,
seed0_formal,mask2former_swin_tiny_cropandweed_indomain_300ep.csv,,,,,,,,,,,0.8839347979735184,0.9883464634021517,0.8633836325478543,0.8000742979705492,segmentation,0,mask2former_swin_tiny,cropandweed,cropandweed,in_domain,miou,0.8839347979735184,
seed0_formal,mask2former_swin_tiny_train_cropandweed_test_phenobench_300ep.csv,,,,,,,,,,,0.5794492155146953,0.9330168844899452,0.6062590266347616,0.1990717354193791,segmentation,0,mask2former_swin_tiny,cropandweed,phenobench,cross_dataset,miou,0.5794492155146953,
seed0_formal,mask2former_swin_tiny_train_phenobench_test_cropandweed_300ep.csv,,,,,,,,,,,0.43951611847058386,0.9502273951062554,0.18809296429612393,0.18022799600937217,segmentation,0,mask2former_swin_tiny,phenobench,cropandweed,cross_dataset,miou,0.43951611847058386,
seed0_formal,mask2former_swin_tiny_phenobench_indomain_300ep.csv,,,,,,,,,,,0.8746395294013866,0.9931239728557915,0.9475981126927118,0.6831965026556565,segmentation,0,mask2former_swin_tiny,phenobench,phenobench,in_domain,miou,0.8746395294013866,
seed0_formal,segformer_b0_cropandweed_indomain_300ep.csv,,,,,,,,,,,0.8453267494005402,0.9844648711148039,0.8005877722884879,0.7509276047983285,segmentation,0,segformer_b0,cropandweed,cropandweed,in_domain,miou,0.8453267494005402,
seed0_formal,segformer_b0_train_cropandweed_test_phenobench_300ep.csv,,,,,,,,,,,0.511712050835977,0.9767232585917672,0.4880375295441241,0.07037536437203974,segmentation,0,segformer_b0,cropandweed,phenobench,cross_dataset,miou,0.511712050835977,
seed0_formal,segformer_b0_train_phenobench_test_cropandweed_300ep.csv,,,,,,,,,,,0.3810087265726076,0.9183780429896135,0.1317063120587151,0.09294182466949422,segmentation,0,segformer_b0,phenobench,cropandweed,cross_dataset,miou,0.3810087265726076,
seed0_formal,segformer_b0_phenobench_indomain_300ep.csv,,,,,,,,,,,0.8657266025702816,0.9926350202530769,0.9420473345117208,0.6624974529460466,segmentation,0,segformer_b0,phenobench,phenobench,in_domain,miou,0.8657266025702816,
seed0_formal,unet_cropandweed_indomain_300ep.csv,,,,,,,,,,,0.5732166180371466,0.9520401369993117,0.1980413077796765,0.5695684093324515,segmentation,0,unet,cropandweed,cropandweed,in_domain,miou,0.5732166180371466,
seed0_formal,unet_train_cropandweed_test_phenobench_300ep.csv,,,,,,,,,,,0.37444145069911466,0.978974321393852,0.10694082862748722,0.037409202076004726,segmentation,0,unet,cropandweed,phenobench,cross_dataset,miou,0.37444145069911466,
seed0_formal,unet_train_phenobench_test_cropandweed_300ep.csv,,,,,,,,,,,0.40883210332393954,0.9352864514149397,0.15711865962841604,0.13409119892846308,segmentation,0,unet,phenobench,cropandweed,cross_dataset,miou,0.40883210332393954,
seed0_formal,unet_phenobench_indomain_300ep.csv,,,,,,,,,,,0.8805888489206853,0.9944671944922565,0.9540680260167124,0.693231326253087,segmentation,0,unet,phenobench,phenobench,in_domain,miou,0.8805888489206853,
seed0_formal,upernet_swin_tiny_cropandweed_indomain_300ep.csv,,,,,,,,,,,0.7847613068323464,0.9805044492125345,0.7622598076728803,0.6115196636116244,segmentation,0,upernet_swin_tiny,cropandweed,cropandweed,in_domain,miou,0.7847613068323464,
seed0_formal,upernet_swin_tiny_train_cropandweed_test_phenobench_300ep.csv,,,,,,,,,,,0.36510589582754355,0.9184149641261643,0.13598485221306664,0.04091787114339983,segmentation,0,upernet_swin_tiny,cropandweed,phenobench,cross_dataset,miou,0.36510589582754355,
seed0_formal,upernet_swin_tiny_train_phenobench_test_cropandweed_300ep.csv,,,,,,,,,,,0.378090789625406,0.9199661661854184,0.14105340335123182,0.07325279933956766,segmentation,0,upernet_swin_tiny,phenobench,cropandweed,cross_dataset,miou,0.378090789625406,
seed0_formal,upernet_swin_tiny_phenobench_indomain_300ep.csv,,,,,,,,,,,0.7942555829091072,0.9861866750187536,0.8944855546273429,0.5020945190812252,segmentation,0,upernet_swin_tiny,phenobench,phenobench,in_domain,miou,0.7942555829091072,
multiseed_eval,convnextv2_tiny_cropandweed_indomain_seed1.csv,0.8601798855273917,0.8689991694352159,0.8342152388517233,0.07114931855743672,0.23804216657191835,18.0,,,,,,,,,classification,1,convnextv2_tiny,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8689991694352159,
multiseed_eval,convnextv2_tiny_phenobench_indomain_seed1.csv,0.07253886010362694,0.5149051490514905,0.07231471535982814,0.5744824453493474,0.8169240846350792,17.0,,,,,,,,,classification,1,convnextv2_tiny,phenobench,phenobench,in_domain,balanced_accuracy,0.5149051490514905,
multiseed_eval,convnextv2_tiny_train_cropandweed_test_phenobench_seed1.csv,0.35621761658031087,0.5931372549019608,0.30098834931999746,0.2868882707981248,0.6774864730882528,3.0,,,,,,,,,classification,1,convnextv2_tiny,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.5931372549019608,
multiseed_eval,convnextv2_tiny_train_phenobench_test_cropandweed_seed1.csv,0.30253475061324614,0.5165888012181616,0.27262528543289927,0.40339393222907094,0.7737299567353935,33.0,,,,,,,,,classification,1,convnextv2_tiny,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.5165888012181616,
multiseed_eval,dinov2_small_linear_cropandweed_indomain_seed1.csv,0.8634505314799673,0.8116953903654485,0.8190143846705297,0.021455049709716206,0.19525244367691996,17.0,,,,,,,,,classification,1,dinov2_small_linear,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8116953903654485,
multiseed_eval,dinov2_small_linear_phenobench_indomain_seed1.csv,0.5142487046632125,0.7178782081938466,0.4032096805780311,0.3603424134186512,0.41217232001686094,0.0,,,,,,,,,classification,1,dinov2_small_linear,phenobench,phenobench,in_domain,balanced_accuracy,0.7178782081938466,
multiseed_eval,dinov2_small_linear_train_cropandweed_test_phenobench_seed1.csv,0.8717616580310881,0.6243025665550773,0.5627263521051818,0.09756844069982437,0.2069986012424747,2.0,,,,,,,,,classification,1,dinov2_small_linear,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.6243025665550773,
multiseed_eval,dinov2_small_linear_train_phenobench_test_cropandweed_seed1.csv,0.7244480784955029,0.6308087624584717,0.6339900449796415,0.055927145754033555,0.3686733048895415,0.0,,,,,,,,,classification,1,dinov2_small_linear,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.6308087624584717,
multiseed_eval,efficientnetv2_s_cropandweed_indomain_seed1.csv,0.884709730171709,0.8634170819490588,0.8544004593178623,0.09723499151691492,0.21585466184020624,68.0,,,,,,,,,classification,1,efficientnetv2_s,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8634170819490588,
multiseed_eval,efficientnetv2_s_phenobench_indomain_seed1.csv,0.5297927461139896,0.4875259046708114,0.38047897281487725,0.1534402480088367,0.5660682478805867,14.0,,,,,,,,,classification,1,efficientnetv2_s,phenobench,phenobench,in_domain,balanced_accuracy,0.4875259046708114,
multiseed_eval,efficientnetv2_s_train_cropandweed_test_phenobench_seed1.csv,0.44559585492227977,0.5697433444922685,0.35004563623202084,0.3774068299970478,0.8616295156468872,225.0,,,,,,,,,classification,1,efficientnetv2_s,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.5697433444922685,
multiseed_eval,efficientnetv2_s_train_phenobench_test_cropandweed_seed1.csv,0.6573998364677024,0.4956222314507198,0.48762089883843124,0.1483617946444626,,114.0,,,,,,,,,classification,1,efficientnetv2_s,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.4956222314507198,
multiseed_eval,resnet50_cropandweed_indomain_seed1.csv,0.848732624693377,0.847124169435216,0.8186659720691658,0.09274405431084623,0.26081222929131653,78.0,,,,,,,,,classification,1,resnet50,cropandweed,cropandweed,in_domain,balanced_accuracy,0.847124169435216,
multiseed_eval,resnet50_phenobench_indomain_seed1.csv,0.11787564766839378,0.510561135023115,0.11679532301282644,0.3997148320156058,0.531833506532366,0.0,,,,,,,,,classification,1,resnet50,phenobench,phenobench,in_domain,balanced_accuracy,0.510561135023115,
multiseed_eval,resnet50_train_cropandweed_test_phenobench_seed1.csv,0.3134715025906736,0.570779531324725,0.2721230751714912,0.5200898169390278,1.0930868012861392,312.0,,,,,,,,,classification,1,resnet50,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.570779531324725,
multiseed_eval,resnet50_train_phenobench_test_cropandweed_seed1.csv,0.3131643499591169,0.45216292912513845,0.30916964790058366,0.20570499630902303,0.5198239940399728,0.0,,,,,,,,,classification,1,resnet50,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.45216292912513845,
multiseed_eval,swin_tiny_cropandweed_indomain_seed1.csv,0.8773507767784138,0.8675128045404208,0.8488590900402713,0.1148139695505188,0.22878804929120902,65.0,,,,,,,,,classification,1,swin_tiny,cropandweed,cropandweed,in_domain,balanced_accuracy,0.8675128045404208,
multiseed_eval,swin_tiny_phenobench_indomain_seed1.csv,0.050518134715025906,0.5033875338753387,0.04917641642428795,0.5678264987437837,0.7451585310784535,0.0,,,,,,,,,classification,1,swin_tiny,phenobench,phenobench,in_domain,balanced_accuracy,0.5033875338753387,
multiseed_eval,swin_tiny_train_cropandweed_test_phenobench_seed1.csv,0.5284974093264249,0.6551889048302247,0.40295919841586847,0.3033437626967158,0.7613086658104292,182.0,,,,,,,,,classification,1,swin_tiny,cropandweed,phenobench,cross_dataset,balanced_accuracy,0.6551889048302247,
multiseed_eval,swin_tiny_train_phenobench_test_cropandweed_seed1.csv,0.276369582992641,0.5079491971207087,0.2306945999253692,0.3412086877877461,0.6350221045937174,0.0,,,,,,,,,classification,1,swin_tiny,phenobench,cropandweed,cross_dataset,balanced_accuracy,0.5079491971207087,
multiseed_eval,rtdetr_l_cropandweed_indomain_seed1.log,,,,,,,0.8259863988536986,0.7688029505302209,0.819001664231841,0.5873808861398525,,,,,detection,1,rtdetr_l,cropandweed,cropandweed,in_domain,mAP50,0.819001664231841,
multiseed_eval,rtdetr_l_phenobench_indomain_seed1.log,,,,,,,0.8159057752512437,0.5975404912086135,0.7010208266940432,0.5124253367499605,,,,,detection,1,rtdetr_l,phenobench,phenobench,in_domain,mAP50,0.7010208266940432,
multiseed_eval,rtdetr_l_train_cropandweed_test_phenobench_seed1.log,,,,,,,0.5678499473133971,0.38689010199532636,0.4075953185641721,0.28752340725289594,,,,,detection,1,rtdetr_l,cropandweed,phenobench,cross_dataset,mAP50,0.4075953185641721,
multiseed_eval,rtdetr_l_train_phenobench_test_cropandweed_seed1.log,,,,,,,0.4403911167226917,0.41490618379011057,0.3306874871199632,0.20190790202725747,,,,,detection,1,rtdetr_l,phenobench,cropandweed,cross_dataset,mAP50,0.3306874871199632,
multiseed_eval,yolo11m_cropandweed_indomain_seed1.log,,,,,,,0.854,0.82,0.883,0.669,,,,,detection,1,yolo11m,cropandweed,cropandweed,in_domain,mAP50,0.883,
multiseed_eval,yolo11m_phenobench_indomain_seed1.log,,,,,,,0.82,0.734,0.788,0.626,,,,,detection,1,yolo11m,phenobench,phenobench,in_domain,mAP50,0.788,
multiseed_eval,yolo11m_train_cropandweed_test_phenobench_seed1.log,,,,,,,0.607,0.435,0.513,0.408,,,,,detection,1,yolo11m,cropandweed,phenobench,cross_dataset,mAP50,0.513,
multiseed_eval,yolo11m_train_phenobench_test_cropandweed_seed1.log,,,,,,,0.366,0.299,0.23,0.141,,,,,detection,1,yolo11m,phenobench,cropandweed,cross_dataset,mAP50,0.23,
multiseed_eval,yolov12n_cropandweed_indomain_seed1.log,,,,,,,0.839,0.8,0.862,0.643,,,,,detection,1,yolov12n,cropandweed,cropandweed,in_domain,mAP50,0.862,
multiseed_eval,yolov12n_phenobench_indomain_seed1.log,,,,,,,0.821,0.735,0.795,0.614,,,,,detection,1,yolov12n,phenobench,phenobench,in_domain,mAP50,0.795,
multiseed_eval,yolov12n_train_cropandweed_test_phenobench_seed1.log,,,,,,,0.533,0.473,0.459,0.348,,,,,detection,1,yolov12n,cropandweed,phenobench,cross_dataset,mAP50,0.459,
multiseed_eval,yolov12n_train_phenobench_test_cropandweed_seed1.log,,,,,,,0.407,0.434,0.346,0.211,,,,,detection,1,yolov12n,phenobench,cropandweed,cross_dataset,mAP50,0.346,
multiseed_eval,yolov5l6u_cropandweed_indomain_seed1.log,,,,,,,0.842,0.815,0.874,0.659,,,,,detection,1,yolov5l6u,cropandweed,cropandweed,in_domain,mAP50,0.874,
multiseed_eval,yolov5l6u_phenobench_indomain_seed1.log,,,,,,,0.812,0.742,0.792,0.627,,,,,detection,1,yolov5l6u,phenobench,phenobench,in_domain,mAP50,0.792,
multiseed_eval,yolov5l6u_train_cropandweed_test_phenobench_seed1.log,,,,,,,0.63,0.449,0.525,0.414,,,,,detection,1,yolov5l6u,cropandweed,phenobench,cross_dataset,mAP50,0.525,
multiseed_eval,yolov5l6u_train_phenobench_test_cropandweed_seed1.log,,,,,,,0.405,0.322,0.264,0.158,,,,,detection,1,yolov5l6u,phenobench,cropandweed,cross_dataset,mAP50,0.264,
multiseed_eval,yolov8m_cropandweed_indomain_seed1.log,,,,,,,0.844,0.82,0.878,0.667,,,,,detection,1,yolov8m,cropandweed,cropandweed,in_domain,mAP50,0.878,
multiseed_eval,yolov8m_phenobench_indomain_seed1.log,,,,,,,0.82,0.725,0.788,0.626,,,,,detection,1,yolov8m,phenobench,phenobench,in_domain,mAP50,0.788,
multiseed_eval,yolov8m_train_cropandweed_test_phenobench_seed1.log,,,,,,,0.598,0.468,0.515,0.405,,,,,detection,1,yolov8m,cropandweed,phenobench,cross_dataset,mAP50,0.515,
multiseed_eval,yolov8m_train_phenobench_test_cropandweed_seed1.log,,,,,,,0.396,0.385,0.293,0.179,,,,,detection,1,yolov8m,phenobench,cropandweed,cross_dataset,mAP50,0.293,
multiseed_eval,deeplabv3plus_cropandweed_indomain_seed1.csv,,,,,,,,,,,0.6307223271981949,0.9733114773314177,0.5723326263807186,0.3465228778824483,segmentation,1,deeplabv3plus,cropandweed,cropandweed,in_domain,miou,0.6307223271981949,0.11500332948563048
multiseed_eval,deeplabv3plus_phenobench_indomain_seed1.csv,,,,,,,,,,,0.8741061032299116,0.9933906212690485,0.9486951576613161,0.6802325307593701,segmentation,1,deeplabv3plus,phenobench,phenobench,in_domain,miou,0.8741061032299116,0.01871038334193239
multiseed_eval,deeplabv3plus_train_cropandweed_test_phenobench_seed1.csv,,,,,,,,,,,0.2472882499267551,0.5745955185211279,0.1430439713935418,0.02422525986559561,segmentation,1,deeplabv3plus,cropandweed,phenobench,cross_dataset,miou,0.2472882499267551,0.5620283909103413
multiseed_eval,deeplabv3plus_train_phenobench_test_cropandweed_seed1.csv,,,,,,,,,,,0.45105851458672785,0.9452192153757122,0.1784506229428344,0.2295057054416369,segmentation,1,deeplabv3plus,phenobench,cropandweed,cross_dataset,miou,0.45105851458672785,3.089651706380453
multiseed_eval,mask2former_swin_tiny_cropandweed_indomain_seed1.csv,,,,,,,,,,,0.8874474919101055,0.9892416222569366,0.8778090272752594,0.7952918261981207,segmentation,1,mask2former_swin_tiny,cropandweed,cropandweed,in_domain,miou,0.8874474919101055,
multiseed_eval,mask2former_swin_tiny_phenobench_indomain_seed1.csv,,,,,,,,,,,0.8761112480288366,0.9931238630224587,0.9479645277910346,0.6872453532730165,segmentation,1,mask2former_swin_tiny,phenobench,phenobench,in_domain,miou,0.8761112480288366,
multiseed_eval,mask2former_swin_tiny_train_cropandweed_test_phenobench_seed1.csv,,,,,,,,,,,0.3967020654394358,0.8988441784386083,0.24271489635847251,0.048547121521226824,segmentation,1,mask2former_swin_tiny,cropandweed,phenobench,cross_dataset,miou,0.3967020654394358,
multiseed_eval,mask2former_swin_tiny_train_phenobench_test_cropandweed_seed1.csv,,,,,,,,,,,0.4353983947179316,0.950046853595904,0.18836751706089094,0.16778081349699975,segmentation,1,mask2former_swin_tiny,phenobench,cropandweed,cross_dataset,miou,0.4353983947179316,
multiseed_eval,segformer_b0_cropandweed_indomain_seed1.csv,,,,,,,,,,,0.8053886884421021,0.9833882557747192,0.7730432529283071,0.6597345566232797,segmentation,1,segformer_b0,cropandweed,cropandweed,in_domain,miou,0.8053886884421021,0.09721271440008612
multiseed_eval,segformer_b0_phenobench_indomain_seed1.csv,,,,,,,,,,,0.8528041289551823,0.9917754652381994,0.9355949018490306,0.631042019778317,segmentation,1,segformer_b0,phenobench,phenobench,in_domain,miou,0.8528041289551823,0.021266352175373024
multiseed_eval,segformer_b0_train_cropandweed_test_phenobench_seed1.csv,,,,,,,,,,,0.6110954430824371,0.9777387886998636,0.7418153487423682,0.11373219180507957,segmentation,1,segformer_b0,cropandweed,phenobench,cross_dataset,miou,0.6110954430824371,0.10583704725930883
