source_train,target_test,model,audit_scope,corruption_family,severity,corruption,precision,recall,mAP50,mAP50_95,run_id,direction,seed
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.167542027848163,0.1365904504134878,0.0819544361905554,0.0545007597582967,rtdetr_l_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.271175219187202,0.1957462930424255,0.1446256744042871,0.106318968713592,rtdetr_l_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.2730981199347186,0.1847293070486212,0.1452963140718921,0.1114905094650201,rtdetr_l_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.2007043402761159,0.1366356547411028,0.1061280721264958,0.0792547554313712,rtdetr_l_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.2419972846909625,0.2119724727519319,0.1192574445815768,0.057640494761292,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.3342027035139105,0.1965214741105298,0.1246755138116639,0.0646297072926777,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.3265798944433733,0.1438701172355259,0.0841013335765432,0.0442988093784986,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.3081869920068409,0.1063894080882242,0.0615190033503901,0.0306719277314919,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2642031733080325,0.1945432604452229,0.1157305455269946,0.0557172146268133,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2703307972902963,0.1841712134450848,0.1092254853779767,0.0525811330491466,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2511758264375994,0.1544476054282688,0.0843915798382383,0.043603839275139,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2809011987861531,0.2169835780605002,0.1295547589291336,0.0613243567983852,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.284667832734668,0.2234048016283102,0.1322325796243018,0.0639840310794522,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3091322677605072,0.2164679226330401,0.1309287462102721,0.0667430029949632,rtdetr_l_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.2369539992845739,0.1809608112923613,0.1002357194705243,0.0504126138371636,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.2463877105994271,0.1984929630544071,0.107133028009805,0.0519309995076208,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2490617685191276,0.1752678304686577,0.0944464227648698,0.0476717010585195,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2309741134199112,0.1231519170750099,0.0628862477923547,0.0330992205350603,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2392511910728545,0.1797115429972323,0.0941529652630005,0.0480113891979562,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2224426913462163,0.1680099020035847,0.0846591375317205,0.0423473023557902,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.2042495708740712,0.1532381199627581,0.0723870516227939,0.0374073276961517,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2394012856875258,0.1852012186901055,0.1042880972749326,0.052110866892964,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.2323845863252303,0.2008517749926315,0.1035822548052477,0.0513858775000038,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.2344499370095442,0.2075274220328385,0.1059547309675995,0.0509557796408739,rtdetr_l_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,clean,clean,clean,0.2605406262549639,0.2173780097159322,0.1211250821612213,0.0571558048288518,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.2713918461296779,0.1886312519006487,0.1082919732562243,0.052060584049899,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2751301379045418,0.176143843437062,0.0960826550742655,0.0482497010720652,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.3254990595860841,0.1451274308648959,0.0854532359683017,0.0428249705502427,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2686465015379002,0.2175341598221009,0.1196727266778635,0.0561217773950223,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2855246403325976,0.2084606426459238,0.1147533544290735,0.0526579343011311,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.292701260422577,0.1535934931824211,0.0887603289849354,0.0415226082139344,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2707934369624106,0.2191138937296072,0.1227628326194521,0.0579801544917846,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.2663336789772408,0.2214424288693193,0.1181207873435872,0.0548435339413787,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
phenobench,CropAndWeed-sample,RT-DETR-L,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.2781941511405841,0.1996950765628978,0.1130510283065669,0.053043289824074,rtdetr_l_phenobench_seed2_to_CropAndWeed-sample,PB -> C&W,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.4687154898511876,0.2678443576485317,0.3400208662973903,0.2745693981041588,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.460981951752003,0.2128057576123682,0.2419504681272292,0.1928262287918651,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.4483808255511776,0.1895964013603656,0.2111937173897019,0.1497813283962704,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2089608433734939,0.1121665319320937,0.0865962655891597,0.0456811891793964,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.4221678991649945,0.1533953112368633,0.1973622887017398,0.1722770013616792,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2266862903244962,0.1449893334003627,0.1458390245912861,0.1247546428458764,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.064765022702665,0.1943390802966701,0.0416426232046787,0.0326507995655141,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.4738036191047863,0.2474920720123182,0.3061367072611662,0.2505687857664865,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5257364342911216,0.2417573570630013,0.2771927481061277,0.2301444290630111,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3195016799521946,0.3282424070919306,0.2514864561449887,0.2067838220541317,yolo11m_cropandweed_seed0_to_PhenoBench-val,C&W -> PB,0
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.2635946639618469,0.5766533634857686,0.3501705885231223,0.2810943569209018,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.4470945144557958,0.2137189661141873,0.2316658479938856,0.194555314208277,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2059033893988508,0.1590541632983023,0.1227320335370852,0.0927818061737066,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.0513787721123829,0.0798302344381568,0.0087526940334817,0.0045426470006264,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.3164185358157634,0.180892323466548,0.1909280605336553,0.1667275232293419,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2558347063897723,0.1346671380349618,0.1315610816547002,0.1131318137676445,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.0609949394693824,0.2091973170927495,0.0343764380252395,0.0268990932343764,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.2898894169390963,0.506217115371985,0.2959954198575226,0.2456260503083515,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5365601588349248,0.2443845400887169,0.2634917990007061,0.224430323973348,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.4752388812816385,0.2196697205602255,0.2366173449861444,0.2037801965015009,yolo11m_cropandweed_seed1_to_PhenoBench-val,C&W -> PB,1
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.4174312046612016,0.3544929452869522,0.3583689955498298,0.284989606621231,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.4670733435675193,0.2222970447316079,0.2696402037590117,0.2128759125595604,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.4398781460903327,0.1966627030607951,0.2144352677035732,0.1706757676464721,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.4158200962890561,0.1535974130962004,0.1700955824373937,0.1203466970184622,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.4198193591642057,0.2026406624886786,0.2297871577485356,0.1966549280798707,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.3716536579789424,0.1759707173257849,0.1895598323224229,0.1627000443843784,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.1533083434108669,0.1852221985276768,0.0998473674441352,0.0809442828059678,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.5318928802521458,0.2594758811600525,0.3189782349604606,0.2611662624807336,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.5594410598773073,0.2459875584716964,0.2940898266447851,0.2426451123239468,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
cropandweed,PhenoBench-val,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.4723699654994761,0.2475202946199654,0.2716656613939062,0.2208046148993515,yolo11m_cropandweed_seed2_to_PhenoBench-val,C&W -> PB,2
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.3253840701998197,0.2438271780472521,0.1530115779428617,0.0747086911864134,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.3160142921190298,0.2712762256068777,0.1529513385106485,0.073815097063718,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.2981601398202528,0.2327650261231516,0.1244858315905793,0.0582499151568757,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2548448094975276,0.1902173422131195,0.0960000909669123,0.0438561607770997,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2961889872571339,0.2065262357060298,0.1191824785488266,0.0533407663297111,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2622618737059604,0.1583229093867708,0.0808154818694286,0.0386264331056526,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,30,jpeg_quality_30,0.193630225824238,0.1312847699533406,0.0516097770846954,0.024134701489699,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.75,low_resolution_0.75,0.3183062349347536,0.264840198306453,0.1613160839253188,0.0782347210419307,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.5,low_resolution_0.5,0.3220726469020576,0.273476879915132,0.1635945995103121,0.0792482944915985,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,low_resolution,0.25,low_resolution_0.25,0.3339276488254947,0.2730731775873671,0.164099637214765,0.0798543644884084,yolo11m_phenobench_seed0_to_CropAndWeed-sample,PB -> C&W,0
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,clean,clean,clean,0.2631555437456446,0.2402016262042452,0.1358196677117779,0.0635641844589641,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,3,gaussian_blur_3,0.3458872360125789,0.2836811680797401,0.165859316558055,0.0796414731204979,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,5,gaussian_blur_5,0.302945065682605,0.2523817282128365,0.1352961718315687,0.0624319084065192,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,blur,7,gaussian_blur_7,0.2534284794894857,0.2095234168286155,0.1080886184810294,0.0498261188804968,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,70,jpeg_quality_70,0.2661822822743009,0.2074742289597141,0.1165912143372662,0.0524461182999017,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
phenobench,CropAndWeed-sample,YOLO11m,representative_cross_dataset_detection_severity,jpeg,50,jpeg_quality_50,0.2225985134145788,0.1795893494754795,0.0853382099553266,0.0383004149814872,yolo11m_phenobench_seed1_to_CropAndWeed-sample,PB -> C&W,1
