task,model,train_dataset,test_dataset,scope,metric,estimate,ci_low,ci_high,n_images,n_bootstrap,status,method_note,run_id
segmentation,U-Net,phenobench,phenobench,in_domain,miou,0.800904296944078,0.7936616915749365,0.8078638426039968,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,iou_background,0.9939165038939378,0.9935720606417561,0.9942416491526697,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,iou_crop,0.9028420547041112,0.8953567538352036,0.9102272013020014,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,phenobench,in_domain,iou_weed,0.5035709136557112,0.4853497378494949,0.5205599867867887,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_phenobench_indomain
segmentation,U-Net,phenobench,cropandweed,cross_dataset,miou,0.4683892850773753,0.4588257011780215,0.4779950764545323,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_train_phenobench_test_cropandweed
segmentation,U-Net,phenobench,cropandweed,cross_dataset,iou_background,0.9350534262154959,0.9231205398282311,0.9460670058706363,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_train_phenobench_test_cropandweed
segmentation,U-Net,phenobench,cropandweed,cross_dataset,iou_crop,0.3249740044372356,0.30582272096015056,0.3439598257736539,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_train_phenobench_test_cropandweed
segmentation,U-Net,phenobench,cropandweed,cross_dataset,iou_weed,0.11074494187199779,0.10085753123495848,0.12069651331631925,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,unet_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,miou,0.5382999546849871,0.5307775538786863,0.5459826993742966,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,iou_background,0.9546654690628579,0.9436445599972357,0.9651267722076631,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,iou_crop,0.35753521250465414,0.33753042620446144,0.37700014521504066,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,cropandweed,in_domain,iou_weed,0.2623780912707907,0.2466084111271876,0.27850362591415917,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_cropandweed_indomain
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,miou,0.40827022484431463,0.3974529204451558,0.4187648887138383,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,iou_background,0.8891809246384779,0.8725632454825878,0.9068873477765533,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,iou_crop,0.3109625035944086,0.2920411973666857,0.329061646168599,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,cropandweed,phenobench,cross_dataset,iou_weed,0.024799098584271435,0.021035337120377938,0.028903296885177593,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_cropandweed_test_phenobench
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,miou,0.8018548887245353,0.7951687682009797,0.8083531717962938,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,iou_background,0.9927149260187321,0.9922883997331688,0.9930987112963472,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,iou_crop,0.8964173108071314,0.8890738240033015,0.9033411116769013,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,phenobench,in_domain,iou_weed,0.5096020350081314,0.49339872667722534,0.5267159366659658,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_phenobench_indomain
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,miou,0.5002439127837784,0.490797161898203,0.5100852553280134,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,iou_background,0.9455155531500518,0.9336837597594838,0.9570026885553325,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,iou_crop,0.34179464275431337,0.3217286553435084,0.36392711915742487,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,DeepLabV3+,phenobench,cropandweed,cross_dataset,iou_weed,0.17773345378879576,0.1661630430672737,0.1900697734675664,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,deeplabv3plus_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,miou,0.7404089185109708,0.7299676196770569,0.7511746715837083,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,iou_background,0.9817191651067115,0.9752710016604231,0.9874612649924568,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,iou_crop,0.6879646740529265,0.6646006804796342,0.7106505074527995,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,cropandweed,in_domain,iou_weed,0.41709001496460574,0.3972187308310299,0.436982271020995,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_cropandweed_indomain
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,miou,0.49147422692813464,0.48101243878695127,0.502102794947134,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,iou_background,0.9748278209448696,0.9696765096490682,0.978917451852246,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,iou_crop,0.4040792956970574,0.3773852376287451,0.43055366868420947,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,cropandweed,phenobench,cross_dataset,iou_weed,0.08715700806553595,0.07691462942852814,0.09799989269720943,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_cropandweed_test_phenobench
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,miou,0.7834917724249563,0.7761284213329546,0.7906064247730133,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,iou_background,0.9918418510825663,0.9913477048368983,0.9923204373173516,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,iou_crop,0.8813019699181309,0.8722045132021189,0.8895304674418316,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,phenobench,in_domain,iou_weed,0.4699115666316046,0.45215779841332515,0.4868642223804438,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_phenobench_indomain
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,miou,0.4215302559963822,0.413226417305594,0.42970731419331093,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,iou_background,0.9178593937514354,0.9060333945218929,0.9288759109957173,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,iou_crop,0.23136806450616165,0.21541135443138135,0.2480230171176422,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,SegFormer-B0,phenobench,cropandweed,cross_dataset,iou_weed,0.10506154655052284,0.09637588301052773,0.11375899730300362,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,segformer_b0_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,miou,0.6429722794962074,0.6329761781826871,0.653331901099392,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,iou_background,0.9763728111925781,0.9692779522151458,0.9828728626845229,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,iou_crop,0.5381367263384232,0.5152832794948269,0.5595703348209657,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,cropandweed,in_domain,iou_weed,0.2726482198624444,0.25670002948939313,0.28881724565804706,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_cropandweed_indomain
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,miou,0.4438389644288726,0.43377599499548763,0.45380447032184507,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,iou_background,0.9191196320340451,0.905021156490407,0.9323364486861692,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,iou_crop,0.3738196543748864,0.3510131791857622,0.39472478587174076,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,cropandweed,phenobench,cross_dataset,iou_weed,0.033701732876569725,0.02924893496302346,0.038928189445018,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_cropandweed_test_phenobench
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,miou,0.7188535756037939,0.712093570983719,0.725748780364394,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,iou_background,0.9845757782464166,0.9835600439198077,0.9856037387092673,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,iou_crop,0.8086914957618584,0.7971415293527905,0.819896226397019,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,phenobench,in_domain,iou_weed,0.35220632455335504,0.337760716706444,0.36743427510253734,772,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_phenobench_indomain
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,miou,0.4220196130750784,0.4135773383829425,0.4298633111616813,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,iou_background,0.918540455342689,0.9071969006448215,0.9297888396076099,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,iou_crop,0.25572463673266516,0.23954912500742676,0.27146943051498806,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
segmentation,UPerNet-Swin-T,phenobench,cropandweed,cross_dataset,iou_weed,0.09157149765860992,0.08467733714019801,0.09888554641744843,1223,2000,available,Per-image semantic-segmentation IoU bootstrap from saved SMP checkpoints and validation masks.,upernet_swin_tiny_train_phenobench_test_cropandweed
