path	bytes	sha256
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/eval_runs/jpeg_quality_50/metrics.json	221	83aa7582add6ea28894cbd1bf040fe80122286c74c5905589219c9e539793fe3
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/eval_runs/jpeg_quality_70/metrics.json	220	11ef2cdbd7e42d0dce4dc848a139ce7ab60e37470ad0e37c9c2a2962d185f291
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/eval_runs/low_resolution_0.25/metrics.json	222	5b6706f501a2d86f1d4fdbe900afebdfa8b66ca477746ab5dc3838fa404b0be6
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/eval_runs/low_resolution_0.5/metrics.json	221	2a188fdad1188d2bb2e906f73598fe94f52f6f5a168c75da4f666322ae3c99e5
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/eval_runs/low_resolution_0.75/metrics.json	220	38e16be8d8af9563ac225f387496d92fc9a5a7abf83cfd54089f78d01cd7dd33
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/figureS_cross_dataset_detection_stress_severity.pdf	16712	952be1c48cff7b8a2b423f3bea58b963c45554abe4dda470a6844d4bb52ceff6
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/figureS_cross_dataset_detection_stress_severity.png	69269	cfb745ef71d5d9f2a75571a7ce3f5452fcf7cc94d2ecbbf11703d932370ecabc
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity/yolo11m_cw_seed0_to_phenobench/tableS_cross_dataset_detection_stress_severity.csv	2019	81e6e1d46410f9409b9fde0be63b0ee1ea0f33c1b8f415a3c1a05eec7e3576a3
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/clean/metrics.json	219	23805faa0bdd53bca06dd4ace94bc4c2031ec59dfd8c34de629f23ab37783737
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/gaussian_blur_3/metrics.json	222	3d9601b8bdc6faeef974c8422f03c0469dd8259f6811df7b35dad2957c846be6
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/gaussian_blur_5/metrics.json	222	2dc33912bcbd72ee320bd2580a1c543f9f6f1b002917bb80c6b824acbc6ae657
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/gaussian_blur_7/metrics.json	222	3c7e4bfed9dab1f6dba4a6a16ed16bb87f847fdca99c2f0645e620caa4bd4ec1
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/jpeg_quality_30/metrics.json	220	b13d94f5795b63438f2e628bd4c7ba55a58abcf59c9c340b9aff65dd99f37309
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/jpeg_quality_50/metrics.json	216	0870ef0b7a5103a3b453a48f2e09c955f21ca819a6a22d4732c4b374a6ee73a6
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/jpeg_quality_70/metrics.json	220	45c493344dc03eee21a573bc3ed132c04ed9e0e45a04a7d566184f07d0717fa8
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/low_resolution_0.25/metrics.json	219	7e806e3f8a788c82d0a3ea1ce08e893573bb9488818b4775d82bbd429b0f29d4
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/low_resolution_0.5/metrics.json	221	8115a250c589fbf5c49f94893dca21d4247c86c0d241d78bc448ebbdc25809ee
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/eval_runs/low_resolution_0.75/metrics.json	221	3c8b3f7db4a09db3b2dd8784b9888402961b47c99421c0fb5771c0d067d6b68a
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.pdf	17272	2766c984d694c624e1e38fad660a7b53104b5cffe576d270718b302b31138013
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.png	70821	f254cf1ada0646c41c5a8b2d7d67da8643271c1289aca13a2d6d602f05d7fa52
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed0_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv	2037	28073fb6b6a277fb80cc6808757d59a3cb1b4e7d53bca8847e45b2ec4e2797e4
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/clean/metrics.json	221	8b89c8541ed9f9bbbb1307d06cd26cc7da6c11b3063da6aefef319a0dfdfe225
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/gaussian_blur_3/metrics.json	222	d39c0689f69420366becd49afed8b4bb7dc57af91629845a557a2403fbe7f6f8
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/gaussian_blur_5/metrics.json	223	9b5f89a2d8809fb76ef08387f06ec3fddef3463ebb70ed44da1153ae7d9c4624
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/gaussian_blur_7/metrics.json	225	ecd59153fbd7a793c562b9d1ecbe03c6a9da9e1c9b0d8abe4475c6151db2f664
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/jpeg_quality_30/metrics.json	221	5ac765658d42e029026a2ab5cd2fd84c21f3a4a19d8365962ef0bcf0ca6fb76b
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/jpeg_quality_50/metrics.json	221	1d2cfcca7d433385367b80d8ee57861d3cfb9477d2c83f0bca06e8dbf1430464
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/jpeg_quality_70/metrics.json	221	c95f1090a5effb840d60ff22294199e6379b84365eafc5fef67ae988d9202b21
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/low_resolution_0.25/metrics.json	221	732ae0247b6c7d04c9e4e55e0a235e3cd49f310b1a047ea758da445fdba632f8
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/low_resolution_0.5/metrics.json	219	521d9b6139b6e9d2eda62cfca913e034a1ef696d3acb9db91428292332695f31
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/eval_runs/low_resolution_0.75/metrics.json	220	1bb81bcdcbdcc0311467061959af4402a7bc6c0fda4e112257156343abe4bd3b
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.pdf	17285	44a036ead2f50ae718422cac761900c125307bb00e67aa1c74c5c0ff0bc0e1f1
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.png	68957	282c18c8b8d0bea92d5fa71229326e71f91ba68db28f6a84a1bbdc49658a2a48
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed1_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv	2045	3f946da5e3098cace93f29734cd2e2dc4d79ed07c279aa12f71a8286dbba0839
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/clean/metrics.json	221	b6c07a7cfc7cbed21706b3aef3d0e628f1d62f752b565121d65d9e0cc69e35ef
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/gaussian_blur_3/metrics.json	225	ff913a95eb9b728841202e4d9ab6d97e6107dd0aaa7302d7aac2cabe02116ccb
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/gaussian_blur_5/metrics.json	225	f13f4409beb1e767f04832ef0384428e4e91931be69c8db14a263de7d88de6ae
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/gaussian_blur_7/metrics.json	223	e61f9ed8ed5c72dfdff6141688329ccedb7959084bd05236adf4252575007fe6
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/jpeg_quality_30/metrics.json	222	f928c20374f64a0e9bc4c415c1157a548ca4c079c867dfd8308df7eb5624bb06
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/jpeg_quality_50/metrics.json	222	58583c724c36816311c97e1560e162ee75d144088925917cb3f0cadbd4a294fa
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/jpeg_quality_70/metrics.json	222	98497e599a2aa49ea4269403875ff1f2331a04f13455f6c8abf3fd0f2a3baa4c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/low_resolution_0.25/metrics.json	222	6772ae2bca5f928f3123d0c45b5d90d1699f6fb656435c0431a120dbc0ac0f35
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/low_resolution_0.5/metrics.json	221	0fca5d365a223e5d8a978e65ebc5ae909eb6ecf80940ec598c690fc38c7a49fe
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/eval_runs/low_resolution_0.75/metrics.json	221	372a00a010f5a9dc1b3d2b0d0136bc7f93f99c0888367bd1e63f332afba9605c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.pdf	17215	fe7688b2b15e1b08b3925882ab28be4f5073c723ddf03392fdd13b6641019c5f
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/figureS_cross_dataset_detection_stress_severity.png	66820	c73928e00a5990c51951a9369ef714d0937f751fa87f5c2e2b9952f9ebc30772
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_cropandweed_seed2_to_PhenoBench-val/tableS_cross_dataset_detection_stress_severity.csv	2053	db1c3bca2d7124503797f98c51389d51ffbc39e5054b0f3703d6022a5ecff843
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/clean/metrics.json	222	595629d8bfb2379ef6003e40361d5c7e19824cc12c90c0ee15d884be72147b8c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/gaussian_blur_3/metrics.json	220	a7d86e4038999ceaecd2f87095d1f231d5d49b5dccbfeed9aa1db69cca41d851
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/gaussian_blur_5/metrics.json	218	29e112a8aabb2f033486f174bdf6729df7096391c7261b608b42a093c859d410
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/gaussian_blur_7/metrics.json	224	d309f72ed8ff2ba6d4a628073fb754927c862d2e88d045c879becf9776a37538
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/jpeg_quality_30/metrics.json	220	19f159404692f694b4faf61f230f5d703bb92380211b3cd371109291cd23a5f0
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/jpeg_quality_50/metrics.json	220	37eb937cfe3abbc019183c5557c75ced726afe7524a4424767e65cd16460e44d
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/jpeg_quality_70/metrics.json	219	21cd06c8ba4cd43c7022caeff439f8e5b54c3ca6a6b173d39e0ab72756fe0dca
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/low_resolution_0.25/metrics.json	220	dc5d492900ddd2be85e9b04a5a2416307289afda69999e46e1f390a6aa5e813a
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/low_resolution_0.5/metrics.json	219	82badfed68e405809e211719ea6719cef8780844a0d87e8ad6ab80cb5f4a11ef
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/eval_runs/low_resolution_0.75/metrics.json	221	0de88066fde23aea5fc4a22860f1f4ba5746bf6d1a18f42e13d9eeab9bcbbddb
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/figureS_cross_dataset_detection_stress_severity.pdf	16819	83af9277dd905139d05d341891019062dadb2356c5b8b171684f13e67f705f68
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/figureS_cross_dataset_detection_stress_severity.png	77137	390d3bc6753097f78b23021fbf0d5ebe83ff1c3e0e191eec7d33b7fee8a2cd7c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed0_to_CropAndWeed-sample/tableS_cross_dataset_detection_stress_severity.csv	2067	308557f9fef2e239a033895cf91b6f5e7a5921f067095a18d6ffcb3bc7ea3acb
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/clean/metrics.json	222	2e389ad8ef25ce02b6a599fe8a3c8a43255171bbac553c6e4ed5039bbc67f58a
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/gaussian_blur_3/metrics.json	220	95ada9ee0102b44d4f922aa34850063913abbcd59a7c70688af754a679da3588
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/gaussian_blur_5/metrics.json	223	a224aa32685a5a688464f73b6e7890fe6025e8c9380ff8ce2220b9f83b30504d
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/gaussian_blur_7/metrics.json	223	a2fea60e30022fb647a92c40dbef26e136cc1486ec019222b9b15a45d963d9b4
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/jpeg_quality_30/metrics.json	221	377b97c5cad19bac87bf06f6bdcf821fc17fc4602040e172d73b4cdc753d2e40
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/jpeg_quality_50/metrics.json	221	d344a80eac8b65af86b29068150d91cb8afdea6b84456c70f19693cf852d4a39
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/jpeg_quality_70/metrics.json	223	97680d8c1d272c60d4815a1016b60c7f183651593bfb60492d997ffa9dd35503
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/low_resolution_0.25/metrics.json	221	93bea9cd460569177d845918160aad4a370d7416224abe87edfd01d8ca4d5a9c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/low_resolution_0.5/metrics.json	221	72518cde7055329b09bffd160877ee787797262ecd1cc3b5abce1a297506268c
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/eval_runs/low_resolution_0.75/metrics.json	217	54e7dd0d3f02ba97069f65e62ff91dc83d01324e63863863016b8182da237f14
paper_artifacts/revision_outputs/cross_dataset_detection_stress_severity_full/rtdetr_l_phenobench_seed1_to_CropAndWeed-sample/figureS_cross_dataset_detection_stress_severity.pdf	16847	0077a8dea3c8fb73b8d1db98833590287653b2db39d0384be4e69ee1bac9a515
